matcherUuid,contactfrequencyOption,genderOption,hobbyOption,sameMajorOption,ageOption,mbtiOption,myMajor,,,,
0bf39559fe6d4736a15bb44295c4ced3,30,FREQUENT,FEMALE,"발라드,보드게임,배그,클라이밍,독서,영화,피파",철학과,ISFP,TRUE,0.2,0.2,0.2,0.4
efc1c1828ae94edf87d0761305d6e9a3,30,FREQUENT,FEMALE,"티,웹툰,패션,야구,인디음악,사진 촬영,힙합,국내 여행,피파,k-pop",인공지능학과,ISFJ,FALSE,0.2,0.2,0.2,0.4
f698de00011c49a9b075b70f400fdc9a,23,FREQUENT,FEMALE,"등산,댄스,패션,헬스,투자",의류학과,ESFP,TRUE,0.2,0.2,0.2,0.4
c07f8db17a2a45d79fb6fb817ccfbbbb,25,NOT_FREQUENT,MALE,"해외 여행,영화,페스티벌",생명공학과,ENTP,TRUE,0.2,0.2,0.2,0.4
ac0ea75f47534ba297ac3b9e2b2643a2,20,NORMAL,FEMALE,"댄스,k-pop,모바일게임,맛집 탐방,힙합,배그,해외 여행,드라이브",사회학과,INFJ,TRUE,0.2,0.2,0.2,0.4
7f6aaaa2e24f43909e0b7bfa59cbf927,27,NOT_FREQUENT,MALE,"국내 여행,요가,티",회계학과,INTJ,TRUE,0.2,0.2,0.2,0.4
893ce4a3e2404e1797a903b3f0cdd72a,27,NOT_FREQUENT,FEMALE,"영화,악기 연주,자전거,패션,댄스,방탈출,피파,배그,캠핑,클라이밍",법학과,INTP,FALSE,0.2,0.2,0.2,0.4
9bc9b468d01a48dfb33a556198186217,29,NOT_FREQUENT,FEMALE,"뜨개질,패션,영화,웹툰,휴식",에너지환경공학과,ENTJ,TRUE,0.2,0.2,0.2,0.4
330d17c99fa94ade82bbd300197ab093,29,NOT_FREQUENT,MALE,"보드게임,사진 촬영,투자,인디음악,피파",컴퓨터정보공학부,ENTP,TRUE,0.2,0.2,0.2,0.4
d2fbce850ef34571937dad3da40004bd,29,NORMAL,MALE,"수집,OTT 시청",철학과,ISFJ,TRUE,0.2,0.2,0.2,0.4
ca5f77a4d2064a69bde60a1b2bf203f4,27,NORMAL,FEMALE,"요가,패션,투자,뜨개질,힙합,수집,인디음악,사진 촬영,배그",미디어기술콘텐츠학과,ESTP,TRUE,0.2,0.2,0.2,0.4
ea26ac67a8c242c3a121be97b2bab7ae,27,FREQUENT,MALE,"피파,댄스,코딩,페스티벌,농구,티,축구",생명공학과,ENTP,TRUE,0.2,0.2,0.2,0.4
9b677c68137f47369d27ded66d69afd2,20,NOT_FREQUENT,MALE,"웹툰,요리,축구,등산,힙합,야구",영어영문학부,ISTJ,TRUE,0.2,0.2,0.2,0.4
bd34d5420933445fa9d439ca2ae58aea,29,NORMAL,MALE,"악기 연주,농구,피파,클라이밍,OTT 시청,맛집 탐방,투자,독서",수학과,ISTP,FALSE,0.2,0.2,0.2,0.4
aa4af5b8c0cf4a6f8b7eae2cb98d915b,20,NOT_FREQUENT,FEMALE,"자전거,롤토체스,독서,클라이밍,모바일게임,코딩,휴식,악기 연주",경영학과,ESFP,FALSE,0.2,0.2,0.2,0.4
3cf4c83d6e0c4e6d8c69f18d7aa874f8,23,NOT_FREQUENT,MALE,"뮤지컬,국내 여행,배그,휴식,OTT 시청,해외 팝송,티,수집,롤토체스",의생명과학과,ENFJ,FALSE,0.2,0.2,0.2,0.4
c419e1a05c84492ead7bd600dd854554,30,FREQUENT,MALE,"투자,클라이밍,사진 촬영,롤토체스,헬스,농구",국제학부,ENTJ,TRUE,0.2,0.2,0.2,0.4
4892c790e3634af090dba5f689379943,22,NORMAL,FEMALE,"드라이브,뮤지컬,웹툰,악기 연주,OTT 시청,댄스",중국언어문화학과,INFJ,TRUE,0.2,0.2,0.2,0.4
a2db6474caaf46a98424a9cad6bfbfb9,28,NOT_FREQUENT,MALE,"등산,농구,코딩,맛집 탐방,페스티벌,요리,패션",회계학과,ESFP,TRUE,0.2,0.2,0.2,0.4
d8c770bc789a4b589416aa7b7e767c00,21,NOT_FREQUENT,FEMALE,"해외 팝송,웹툰,투자,축구,코딩,k-pop,뮤지컬,등산,베이킹,힙합",영어영문학부,INFJ,FALSE,0.2,0.2,0.2,0.4
cb10b7f112b44116bbda108f2a66c0c1,20,NORMAL,FEMALE,"독서,투자,롤토체스,힙합,패션,티,요리,뮤지컬,페스티벌,등산",자유전공학과,ENFJ,TRUE,0.2,0.2,0.2,0.4
1fb198aed6b04532bc244004aa5c067a,28,NORMAL,MALE,"러닝,요리,패션,맛집 탐방,스팀게임,자전거,롤",사회학과,ESFJ,TRUE,0.2,0.2,0.2,0.4
6523b117a6434a619feff7d943615561,23,NORMAL,FEMALE,"요리,힙합,투자,베이킹",에너지환경공학과,ISTP,FALSE,0.2,0.2,0.2,0.4
cfd6ce8cdd374196b8179ce48c303c5b,28,NOT_FREQUENT,FEMALE,"배그,방탈출,야구,오버워치,발라드,드라이브",미디어기술콘텐츠학과,ESTJ,FALSE,0.2,0.2,0.2,0.4
4e0ecca4dbcc45768ff7d77bf657afb3,24,FREQUENT,MALE,"뮤지컬,오버워치,농구,헬스,사진 촬영,인디음악,악기 연주,배그,롤토체스",철학과,ISFJ,FALSE,0.2,0.2,0.2,0.4
d76f82ddd7ef4eb4bacadbe6fb3531ef,24,NOT_FREQUENT,MALE,"티,영화,해외 팝송,캠핑,드라이브",물리학과,ESTP,TRUE,0.2,0.2,0.2,0.4
dd2ac41ea7114b4a9ad182f1f7a276e9,30,FREQUENT,MALE,"악기 연주,투자,맛집 탐방,배드민턴,축구,롤,농구",행정학과,ESFP,TRUE,0.2,0.2,0.2,0.4
7ef5930f725044ec831469aa5e5c9181,30,FREQUENT,MALE,"휴식,스팀게임,독서,페스티벌,악기 연주",법학과,INTJ,FALSE,0.2,0.2,0.2,0.4
9ae091da045a489fb39e2ddf4aeb5387,28,NOT_FREQUENT,FEMALE,"야구,헬스,사진 촬영,패션,투자,드라이브,티,독서,베이킹",철학과,ENTP,TRUE,0.2,0.2,0.2,0.4
2e3014724038480193f0c8bbf2fb2ec7,29,NORMAL,MALE,"코딩,힙합,모바일게임,러닝",법학과,INTP,FALSE,0.2,0.2,0.2,0.4
038187c8083c4386b866599d3547bbd3,25,NORMAL,MALE,"패션,클라이밍,OTT 시청,방탈출,축구,페스티벌,해외 팝송,티",법학과,ESTP,TRUE,0.2,0.2,0.2,0.4
2adc2ce45cff4487a42459094e1bc1e4,26,NOT_FREQUENT,FEMALE,"패션,수집",컴퓨터정보공학부,INTJ,TRUE,0.2,0.2,0.2,0.4
5884c422cbc8406b9a015bdb5a875732,26,NOT_FREQUENT,FEMALE,해외 팝송,공간디자인소비자학과,ISTP,TRUE,0.2,0.2,0.2,0.4
30a848c377b5406b91af371e89f05629,25,NOT_FREQUENT,MALE,"티,러닝,캠핑,헬스,뜨개질,페스티벌,자전거,휴식,요가,롤토체스",생명공학과,ISTJ,TRUE,0.2,0.2,0.2,0.4
21267bd3d00f40a4995593f3bec0c3c2,22,NOT_FREQUENT,FEMALE,"웹툰,독서",물리학과,ISFP,TRUE,0.2,0.2,0.2,0.4
ffd5e4b0e69747e89b175970a5a0f080,25,NOT_FREQUENT,FEMALE,"헬스,웹툰,축구,방탈출,스팀게임,등산,국내 여행,캠핑",생명공학과,INTP,FALSE,0.2,0.2,0.2,0.4
3d2f4fe6458842fa8d156ba4d737bc66,30,NOT_FREQUENT,FEMALE,"휴식,사진 촬영,요가,전시회,방탈출,힙합,클라이밍",인공지능학과,ISTJ,FALSE,0.2,0.2,0.2,0.4
e62c57123ac94caea608fa8f021e4cd5,24,NOT_FREQUENT,MALE,"k-pop,발라드,인디음악,방탈출,농구,패션,롤",의생명과학과,ESFP,FALSE,0.2,0.2,0.2,0.4
f301027cdbf14b1c8e206247a50a5876,26,NORMAL,MALE,"휴식,피파,국내 여행,오버워치,요가,축구,웹툰,페스티벌",사회학과,ENFJ,FALSE,0.2,0.2,0.2,0.4
d5c3da371cfc408aa2399db1d25ed0cb,23,NOT_FREQUENT,FEMALE,"등산,피파,악기 연주,클라이밍,방탈출,패션,영화",국제학부,INFP,FALSE,0.2,0.2,0.2,0.4
a6579986e1224b15827f5e3433ff05b5,30,NORMAL,MALE,"코딩,독서,러닝,인디음악,피파,수집,드라이브,맛집 탐방,스팀게임,댄스",자유전공학과,INFP,TRUE,0.2,0.2,0.2,0.4
95d85a3c7eb14a68be07d896799810d2,28,FREQUENT,MALE,"스팀게임,배드민턴,영화,모바일게임,드라이브,배그,클라이밍,축구,캠핑",에너지환경공학과,ESFP,TRUE,0.2,0.2,0.2,0.4
7e84613bdd1c419f89efefbfa2d8317d,28,NORMAL,MALE,"독서,모바일게임",행정학과,ESFJ,FALSE,0.2,0.2,0.2,0.4
7b43f656d3ad4eec933b142c74373bd5,27,NORMAL,FEMALE,"농구,OTT 시청,패션,캠핑,코딩,티,피파",중국언어문화학과,ENTJ,TRUE,0.2,0.2,0.2,0.4
0c9b7f18ea004d44a31cadfd89f9d03a,25,NORMAL,MALE,"힙합,뜨개질",인공지능학과,ISTJ,TRUE,0.2,0.2,0.2,0.4
902046911dd244d68a0952053decda28,26,FREQUENT,FEMALE,"요가,오버워치",생명공학과,ISTJ,TRUE,0.2,0.2,0.2,0.4
4653faaeec4a4a0a99151f17864f8777,29,NOT_FREQUENT,MALE,"클라이밍,k-pop,베이킹,방탈출,피파,자전거,해외 여행",인공지능학과,ESTJ,FALSE,0.2,0.2,0.2,0.4
7d40e69b82bc4edfa1ed4dc802f348ca,27,FREQUENT,FEMALE,"클라이밍,배그,사진 촬영,캠핑,인디음악,헬스,야구,발라드",중국언어문화학과,ISTJ,TRUE,0.2,0.2,0.2,0.4
bc03c761e47244109e28948911bae3a2,27,NORMAL,MALE,맛집 탐방,인공지능학과,ENFJ,FALSE,0.2,0.2,0.2,0.4
b84f2e00e41546cbb91e500dee244af7,20,FREQUENT,FEMALE,"힙합,클라이밍,패션",생명공학과,INFP,TRUE,0.2,0.2,0.2,0.4
d920c37189e9427a9b00e738e6294998,28,NOT_FREQUENT,MALE,자전거,식품영양학과,INTP,TRUE,0.2,0.2,0.2,0.4
62db3d3f7d154565a009ff9ed63abf46,28,FREQUENT,MALE,"클라이밍,뮤지컬,배드민턴,오버워치,롤,전시회,해외 팝송,러닝,국내 여행",인공지능학과,INFP,TRUE,0.2,0.2,0.2,0.4
4a9a97cce73e4d97ad746aac14c561c7,25,NORMAL,FEMALE,"국내 여행,티,모바일게임,자전거,요리,뮤지컬,k-pop,해외 팝송,페스티벌,배그",물리학과,INFP,FALSE,0.2,0.2,0.2,0.4
b936e430bd2d4b5ab80fb778577a4e37,21,FREQUENT,FEMALE,해외 여행,심리학과,INFJ,FALSE,0.2,0.2,0.2,0.4
5c7a7871fcab4fdcb056570bea66c616,23,FREQUENT,MALE,"스팀게임,전시회,요가,캠핑,댄스,베이킹,수집,롤",법학과,INFJ,FALSE,0.2,0.2,0.2,0.4
8c61abf6777f4b8fbf3d5e965c8897a7,29,FREQUENT,FEMALE,"캠핑,패션,코딩,인디음악,댄스,수집,힙합,요리,전시회,러닝",물리학과,INTJ,FALSE,0.2,0.2,0.2,0.4
f7c6ccf651584cef89e6da1ec4033ae8,23,NORMAL,MALE,"패션,악기 연주,전시회,힙합,롤,방탈출,오버워치",의생명과학과,INTP,FALSE,0.2,0.2,0.2,0.4
ba6ac9ceb6f949ba8f04afb7a137fc1d,26,NORMAL,FEMALE,"해외 팝송,보드게임,배드민턴,수집",법학과,ESFJ,TRUE,0.2,0.2,0.2,0.4
15a9f1fb4fb141989a76fa91698850d5,27,NOT_FREQUENT,FEMALE,"배드민턴,드라이브",영어영문학부,ESFP,TRUE,0.2,0.2,0.2,0.4
d7dede2d326748a6a0640b9d6d4f16ea,27,NORMAL,MALE,"맛집 탐방,피파,등산,뮤지컬,베이킹",생명공학과,ENFJ,TRUE,0.2,0.2,0.2,0.4
c918ead1569c4884b4788c1ae6c7abe1,20,NORMAL,FEMALE,"맛집 탐방,티,영화,롤,악기 연주,배드민턴",정보통신전자공학부,ESFP,TRUE,0.2,0.2,0.2,0.4
67a4f71e25ab433e9baad734ab90746f,20,NORMAL,MALE,"k-pop,국내 여행,모바일게임,힙합",바이오메디컬화학공학과,ISTJ,TRUE,0.2,0.2,0.2,0.4
41ebcbd1475344fe86a4c2e5447f416a,24,NOT_FREQUENT,MALE,"영화,독서,클라이밍,롤토체스",생명공학과,ENFP,FALSE,0.2,0.2,0.2,0.4
4c69d72d0407460bb97805aad840987b,26,FREQUENT,MALE,"맛집 탐방,농구,악기 연주,코딩,국내 여행",수학과,ESFP,TRUE,0.2,0.2,0.2,0.4
2188c4396b7d48c2aca69d19bb5198d9,22,FREQUENT,FEMALE,"러닝,투자,농구,자전거,OTT 시청",식품영양학과,INFJ,FALSE,0.2,0.2,0.2,0.4
9356e4d9c9eb422299df16dfb14a2418,23,FREQUENT,FEMALE,자전거,바이오메디컬화학공학과,INFJ,FALSE,0.2,0.2,0.2,0.4
a9f2d5a3d8bd444eb696f7d3fe3e4ef0,28,NOT_FREQUENT,MALE,"모바일게임,야구,클라이밍,농구,티,보드게임,댄스,사진 촬영,힙합",심리학과,ENTJ,TRUE,0.2,0.2,0.2,0.4
a7183a83dce74f30b2e3d0b61a97501b,25,NORMAL,FEMALE,"영화,뮤지컬,독서,전시회,맛집 탐방",생명공학과,INTJ,FALSE,0.2,0.2,0.2,0.4
71cbffeebea64b21b3d4cc9984c02dfc,21,NOT_FREQUENT,FEMALE,"헬스,수집,힙합,사진 촬영,코딩,롤,배드민턴,스팀게임,인디음악,베이킹",회계학과,ENFP,FALSE,0.2,0.2,0.2,0.4
0a4c0c91f7c54aeb86e2d220dd1d80a2,21,FREQUENT,MALE,"러닝,페스티벌",중국언어문화학과,ENTP,TRUE,0.2,0.2,0.2,0.4
f606cc774b654089b1cf4e21b56041fe,22,NORMAL,FEMALE,"티,모바일게임,해외 여행,배그,코딩,k-pop",회계학과,INFP,FALSE,0.2,0.2,0.2,0.4
8fe9230f5dd04bed98fa02456a2baebd,22,FREQUENT,MALE,"패션,전시회,보드게임,러닝,맛집 탐방,힙합,롤,베이킹",행정학과,ISFJ,FALSE,0.2,0.2,0.2,0.4
f6a593c278ee42798b90e7c3520689a5,28,NOT_FREQUENT,MALE,"OTT 시청,자전거,야구,해외 팝송,페스티벌",미디어기술콘텐츠학과,INTJ,FALSE,0.2,0.2,0.2,0.4
b38b6eb47bc94003b342604dcde42c05,30,NOT_FREQUENT,MALE,"웹툰,페스티벌,캠핑,해외 여행",공간디자인소비자학과,ENFP,FALSE,0.2,0.2,0.2,0.4
d59008afa5b44e518a2a6c502911740b,28,NORMAL,FEMALE,"국내 여행,롤",바이오메디컬화학공학과,ESTP,TRUE,0.2,0.2,0.2,0.4
f86bb0ab6dd84e8aa144e3af59dec503,29,NOT_FREQUENT,FEMALE,"방탈출,러닝,힙합,피파,헬스,k-pop,페스티벌,인디음악,야구,농구",심리학과,INFJ,TRUE,0.2,0.2,0.2,0.4
a181d97618224da9bb7ec0bcae20e412,21,FREQUENT,MALE,"사진 촬영,힙합",경영학과,ISTJ,TRUE,0.2,0.2,0.2,0.4
262d7a8609394f46ace1ab159894e521,22,NOT_FREQUENT,FEMALE,"티,배드민턴,코딩,축구,웹툰,뮤지컬",의류학과,INFJ,FALSE,0.2,0.2,0.2,0.4
c5a89328216a4c8290339c2c3950c534,22,NORMAL,MALE,"배그,피파,농구,OTT 시청,자전거",영어영문학부,ESFP,FALSE,0.2,0.2,0.2,0.4
3a3f538e73614511869e709d09b169a4,23,NORMAL,MALE,"롤,사진 촬영,축구",에너지환경공학과,INFP,TRUE,0.2,0.2,0.2,0.4
ded5a4821d5840d398608b93d600366d,25,NOT_FREQUENT,MALE,"클라이밍,러닝,배그,뮤지컬,오버워치,뜨개질,웹툰",사회학과,ISTP,FALSE,0.2,0.2,0.2,0.4
99c69c3d338041b9af7bc91fee863191,25,NOT_FREQUENT,FEMALE,"스팀게임,클라이밍,야구",철학과,ESTJ,FALSE,0.2,0.2,0.2,0.4
0c53a53136374c619500c8271ecefef5,22,NORMAL,FEMALE,"OTT 시청,댄스,사진 촬영",국제학부,ISTP,TRUE,0.2,0.2,0.2,0.4
3ce2ebd4393944a7ab44c7ff3c505287,25,FREQUENT,FEMALE,"OTT 시청,영화,패션,모바일게임,배그,요리,등산,배드민턴,클라이밍,수집",회계학과,ENTJ,FALSE,0.2,0.2,0.2,0.4
095320d547614d898bb8d5199536d6ee,25,NORMAL,FEMALE,"축구,티,배드민턴,러닝,수집,피파,맛집 탐방",영어영문학부,ISTJ,FALSE,0.2,0.2,0.2,0.4
6786ea9c329044ad8e5a4e51ad90057a,29,NOT_FREQUENT,MALE,"수집,롤토체스,투자,클라이밍,해외 팝송",경영학과,ISFJ,TRUE,0.2,0.2,0.2,0.4
52ae7227f69f4c0ab2bd28d0a4ec0c63,26,FREQUENT,MALE,"댄스,해외 팝송,투자,축구,클라이밍,해외 여행,뜨개질,영화,오버워치,발라드",물리학과,INFP,FALSE,0.2,0.2,0.2,0.4
f10815813aef438f823514757802adfe,21,NORMAL,FEMALE,"모바일게임,요가,투자,국내 여행,캠핑",영어영문학부,ISTJ,FALSE,0.2,0.2,0.2,0.4
0e4aac1636624eedb038cbbcb0d8829c,29,NOT_FREQUENT,MALE,"헬스,야구",중국언어문화학과,ESTJ,FALSE,0.2,0.2,0.2,0.4
4f0800e328d7464baf26165c6cc3d54f,21,FREQUENT,MALE,"롤,방탈출,맛집 탐방,드라이브,악기 연주",특수교육과,INFJ,FALSE,0.2,0.2,0.2,0.4
40a6307c3c484269b1d144ddc4a9517d,23,NOT_FREQUENT,FEMALE,"등산,해외 팝송,OTT 시청,러닝,요가,국내 여행,k-pop,댄스",법학과,INTP,FALSE,0.2,0.2,0.2,0.4
e31e787ba29946fb8256176e8404615a,23,NORMAL,FEMALE,"요리,해외 여행",화학과,ISTP,FALSE,0.2,0.2,0.2,0.4
77c41e6c1b9d443593a02bea81ea5a5c,29,NORMAL,FEMALE,"드라이브,방탈출,웹툰,롤토체스",심리학과,ESFP,TRUE,0.2,0.2,0.2,0.4
213b9d4120f7465283e32233adc3b8e6,22,NOT_FREQUENT,MALE,"발라드,패션,코딩,보드게임,모바일게임,드라이브,페스티벌,클라이밍,오버워치",국제학부,ENFJ,FALSE,0.2,0.2,0.2,0.4
85e42a67bfca49ccb127517a4b876d36,20,NOT_FREQUENT,MALE,"뮤지컬,영화,휴식,사진 촬영,캠핑,인디음악,티,베이킹",데이터사이언스학과,ENFP,TRUE,0.2,0.2,0.2,0.4
b15b7174547242d3848a68b69487fcfd,25,FREQUENT,FEMALE,"사진 촬영,농구",화학과,ISFJ,FALSE,0.2,0.2,0.2,0.4
a3f8f3d3888d4a16a356506e56098f2a,27,NOT_FREQUENT,FEMALE,"농구,축구,모바일게임,뮤지컬,등산,코딩",법학과,ENTP,TRUE,0.2,0.2,0.2,0.4
0da4fc26f73646898c13352966e14da1,27,FREQUENT,MALE,"맛집 탐방,농구,뜨개질,피파,악기 연주,방탈출,웹툰,독서,축구,수집",국제학부,ISTP,TRUE,0.2,0.2,0.2,0.4
3d6c0388513a4219b878b9176a775e8a,24,FREQUENT,FEMALE,"인디음악,모바일게임,영화,패션,클라이밍,러닝,힙합,베이킹,해외 팝송",의생명과학과,INTJ,TRUE,0.2,0.2,0.2,0.4
ec3ea7b08330412ab59d4103a66d7280,28,FREQUENT,FEMALE,"자전거,티,영화,해외 여행",경영학과,ISFP,FALSE,0.2,0.2,0.2,0.4
c7deb6d52b9540e4a4ebfe2960449dad,21,NOT_FREQUENT,MALE,"오버워치,전시회,드라이브,모바일게임,휴식",회계학과,ISTP,TRUE,0.2,0.2,0.2,0.4
d6bd087fec2e4c83b3da510a294ae26e,23,NORMAL,FEMALE,"스팀게임,해외 여행,악기 연주,맛집 탐방,댄스,뜨개질",생명공학과,ESTP,TRUE,0.2,0.2,0.2,0.4
dad5df1ea06e4623b2250459f5b564c5,22,NOT_FREQUENT,FEMALE,"등산,요리,해외 팝송,배그,발라드,야구,영화",자유전공학과,INFP,FALSE,0.2,0.2,0.2,0.4
f129beca4faf4ede9a8f6dbd69ad9578,28,FREQUENT,FEMALE,"OTT 시청,자전거,페스티벌",바이오메디컬화학공학과,ENTP,TRUE,0.2,0.2,0.2,0.4
f6a2173536df496591b65853757138e0,28,NOT_FREQUENT,MALE,"오버워치,투자,방탈출,영화,국내 여행,뜨개질",의류학과,ESFJ,TRUE,0.2,0.2,0.2,0.4
1252fd7fc0c74302a51b4e38d7dd120a,24,NORMAL,MALE,보드게임,생명공학과,ISTP,FALSE,0.2,0.2,0.2,0.4
2bff3e20b5ca43feac9770939e47ddfc,22,NORMAL,FEMALE,악기 연주,사회학과,ESTJ,FALSE,0.2,0.2,0.2,0.4
be4d2f588df84a0ea6f25f4b397ec7d9,24,FREQUENT,FEMALE,"국내 여행,인디음악,축구,휴식,발라드,배드민턴,힙합,수집,야구",바이오메디컬화학공학과,ESTP,FALSE,0.2,0.2,0.2,0.4
ac635d07c624471788fe9a6c588b3b89,23,NORMAL,MALE,"배드민턴,배그,캠핑,해외 팝송,드라이브,전시회,축구",데이터사이언스학과,INTJ,FALSE,0.2,0.2,0.2,0.4
dbb8da9a1b40461798e5dcc348eb1311,24,FREQUENT,MALE,"배드민턴,러닝,등산,패션",국제학부,ENTP,FALSE,0.2,0.2,0.2,0.4
501798e50e8b40fda1f437d8ed553f23,27,NORMAL,FEMALE,"전시회,스팀게임,배그,코딩,뮤지컬,러닝",수학과,INFP,TRUE,0.2,0.2,0.2,0.4
724ef785dbb846d9bceff818d32223c6,20,NOT_FREQUENT,MALE,"독서,클라이밍,롤,웹툰",사회학과,ESFJ,FALSE,0.2,0.2,0.2,0.4
b4e78726b0dd4f34b7623c1fa5ec0d8b,27,NORMAL,FEMALE,"러닝,등산,영화,드라이브,요리,클라이밍,헬스",법학과,ESTJ,FALSE,0.2,0.2,0.2,0.4
4ff05824386446b4ac1c67c2f9ceeb35,25,FREQUENT,FEMALE,"뜨개질,투자,해외 여행,k-pop,페스티벌",심리학과,ESTP,FALSE,0.2,0.2,0.2,0.4
725dbfaf6ad441d998b80aaebf145e61,29,NORMAL,FEMALE,"보드게임,클라이밍,등산,축구",자유전공학과,ESTJ,TRUE,0.2,0.2,0.2,0.4
41c464187ee444d5bb0cdd4c33cb4191,28,NORMAL,MALE,"패션,국내 여행,요리,러닝,축구,영화,모바일게임,방탈출",물리학과,ESTP,FALSE,0.2,0.2,0.2,0.4
139b71f30a334efda8344790e5fd52a6,29,FREQUENT,MALE,"영화,사진 촬영,수집",의생명과학과,INFP,FALSE,0.2,0.2,0.2,0.4
7aa1ff56d49b409781eca60116606fbb,20,FREQUENT,MALE,"축구,모바일게임,롤,요리,댄스",경영학과,ENFJ,TRUE,0.2,0.2,0.2,0.4
05e7b0e1e3f04d1eaee13b3b5e483a88,24,FREQUENT,FEMALE,"러닝,방탈출,롤,피파,농구,모바일게임,헬스,등산",식품영양학과,ESTP,FALSE,0.2,0.2,0.2,0.4
25af9c67f47c451e9cabcf08adca1e47,21,FREQUENT,MALE,"전시회,사진 촬영,오버워치,휴식,웹툰,국내 여행,드라이브,독서,요가,방탈출",심리학과,ENFP,TRUE,0.2,0.2,0.2,0.4
5713557f48444c7e9749b1cac800a97e,28,FREQUENT,MALE,"해외 여행,보드게임,피파,모바일게임,농구,티,댄스,클라이밍,페스티벌",의류학과,ESTP,TRUE,0.2,0.2,0.2,0.4
dd422b7bf13948438371723b1e0b0f8b,20,FREQUENT,MALE,클라이밍,철학과,ENFP,FALSE,0.2,0.2,0.2,0.4
5f90c16ed08440ef9082538610a44ec3,22,NORMAL,FEMALE,"등산,러닝,해외 여행,투자,휴식,악기 연주,k-pop,드라이브",특수교육과,ISTP,FALSE,0.2,0.2,0.2,0.4
345f76a2ec2a48588696720d0632c4d9,29,FREQUENT,FEMALE,"헬스,영화,피파,드라이브,롤",데이터사이언스학과,ENFP,TRUE,0.2,0.2,0.2,0.4
427db70878174a08a2c50a030107e562,28,NORMAL,FEMALE,"캠핑,k-pop,롤토체스,발라드,클라이밍,전시회,웹툰,배드민턴",공간디자인소비자학과,ISTJ,TRUE,0.2,0.2,0.2,0.4
2cee2ee41d904a7484310589e829f658,27,NORMAL,FEMALE,악기 연주,경영학과,INTJ,TRUE,0.2,0.2,0.2,0.4
ed85df2848a8409f9869f0a9f0c4162a,29,FREQUENT,FEMALE,"야구,패션,독서",국제학부,ENTJ,FALSE,0.2,0.2,0.2,0.4
a071c30765974f68ba7402556840f174,28,FREQUENT,FEMALE,"클라이밍,야구",컴퓨터정보공학부,INFP,FALSE,0.2,0.2,0.2,0.4
8fafb55f0f0f4ae6bdacfaf2d2dd04eb,27,NOT_FREQUENT,MALE,"헬스,OTT 시청,해외 여행",영어영문학부,ISTP,FALSE,0.2,0.2,0.2,0.4
fc2e72f02e9e41e0ba8ae59fc8c4ca51,23,NOT_FREQUENT,FEMALE,코딩,경영학과,INTJ,FALSE,0.2,0.2,0.2,0.4
b38038b1037a47e18d32b3fe9da25b6e,25,FREQUENT,MALE,"배그,뮤지컬,모바일게임,요리,수집,오버워치,클라이밍,보드게임,코딩",물리학과,ESTP,FALSE,0.2,0.2,0.2,0.4
a7134ac90d1e4613a6fea54a18df11f5,25,NORMAL,MALE,"뜨개질,보드게임,요가",경영학과,INFP,TRUE,0.2,0.2,0.2,0.4
1654ca60760b4e3e9e8074a01cfe5504,29,FREQUENT,MALE,"휴식,OTT 시청,방탈출,해외 팝송,사진 촬영,모바일게임,배그,힙합",행정학과,ESFP,FALSE,0.2,0.2,0.2,0.4
83e019350a644cb0b832681289c98867,29,FREQUENT,FEMALE,롤,경영학과,ISFJ,FALSE,0.2,0.2,0.2,0.4
e505c77258534576b72dae580faa9eb8,23,NORMAL,FEMALE,"독서,오버워치,맛집 탐방,캠핑,수집,축구,영화,휴식,롤,사진 촬영",심리학과,ESFP,FALSE,0.2,0.2,0.2,0.4
6b3b495d5d064fb4b25d36beed53ed14,24,FREQUENT,MALE,배그,생명공학과,ENTJ,TRUE,0.2,0.2,0.2,0.4
76022da5b2eb4ece904a11ebacd4d734,24,FREQUENT,FEMALE,"등산,캠핑,모바일게임,롤토체스,뮤지컬,자전거,야구,축구,뜨개질",회계학과,ESFP,TRUE,0.2,0.2,0.2,0.4
a23ad737e4d34b358db2aa7fca4419cd,26,FREQUENT,FEMALE,"댄스,수집",사회학과,INTJ,FALSE,0.2,0.2,0.2,0.4
e549a2a62432420992c9b14c540027ae,23,NOT_FREQUENT,MALE,"투자,오버워치",회계학과,ENFJ,FALSE,0.2,0.2,0.2,0.4
d882210be6324f19ace6a76c0c5dc66d,27,FREQUENT,FEMALE,"모바일게임,등산,농구,피파",중국언어문화학과,INTP,FALSE,0.2,0.2,0.2,0.4
c9abbd9cb22943578a2392606b4aaf48,22,NOT_FREQUENT,FEMALE,"야구,축구,휴식,농구,수집",의류학과,ISTJ,FALSE,0.2,0.2,0.2,0.4
7ea5b0e0f0e243d69026468180d157f6,24,NORMAL,FEMALE,"k-pop,오버워치,페스티벌,독서,투자,인디음악,클라이밍,맛집 탐방,수집",국제학부,ESTP,FALSE,0.2,0.2,0.2,0.4
e07f1884af0349b08bf0f3b85fc91d1d,20,NORMAL,MALE,"댄스,독서,방탈출,코딩,티",화학과,INTP,TRUE,0.2,0.2,0.2,0.4
b5bc1569f4c34893869703e5ca9ec4a8,21,NOT_FREQUENT,MALE,"티,등산,코딩,요가,해외 팝송,해외 여행",사회학과,ENTJ,FALSE,0.2,0.2,0.2,0.4
